date,gap theme,subject,"ticket text (truncated, personal data removed)"
2025-07-17,Reviewers cannot see assigned reviews,Reviewer Unable to View Assigned Abstracts – Susan Torrey ([email]),"One of our reviewers, Dr. Susan Torrey ([email]), is experiencing issues accessing her assigned reviews within the Oxford Abstracts platform for the 26th Texas Children’s Global Health Network Meeting (NWM2025). She is unable to view the abstracts assigned to her, despite being logged into the correct account. Could you please investigate and advise how we can resolve this issue so that she can ac"
2025-10-08,Reviewers cannot see assigned reviews,Inability to add abstract reviewers,"Hi, I cannot add reviewers to review the abstract forms that will be submitted. I have the csv file in proper structure, but I cannot even click on the button where I would insert said file. What should I do? It has worked previously but no longer"
2025-10-22,Reviewers cannot see assigned reviews,Abstract Reviewer - No reviews Assigned,"Hi, I have a reviewer who contacted me and claimed that when she enters the platform, she gets the following email message: ‘You have not been assigned to any reviews for this event.’ We have already check that she is logging into her account with the same email address that she has been assigned for the reviews. I also noticed that in the ‘Manage Reviewers’ tab next to her name there a parenthesi"
2025-11-06,Reviewers cannot see assigned reviews,Reviewer cannot see her assignments,"One of our reviewers cannot see her assignments on her dashboard. She is logged in with the correct email address (which was registered with OA for another program earlier this year) and I can see in my view that she has 9 reviews to complete. I have screenshots, but I cannot send them in this ticket."
2025-11-26,Reviewers cannot see assigned reviews,Abstract Reviewer - No reviews Assigned,"Hello, We have received a query from reviewer Mark Warren ([email]), who reports that when he logs into the platform, no abstracts appear to be assigned to him. I have confirmed that he is signing in with the correct email address, and in the Reviewers tab it shows that he does have a topic assigned. However, these assignments are not visible to him on his side. Could you please investigate this a"
2025-12-03,Reviewers cannot see assigned reviews,Abstract Reviewer - No reviews Assigned,"Hi team, We have been contacted by the reviewer [email] , who reported that the system initially informed him that his email address was invalid and that he was unable to request a password reset. He later reached out again and confirmed that he is using Chrome as his browser. When attempting to log in, he now receives a message stating that no reviews have been assigned to him for the event. Coul"
2025-12-05,Reviewers cannot see assigned reviews,Reviewer can't see papers,"One of our reviewers has informed us she can't access her papers, she's getting a 500 error. Reviewer is Miranda Newbery [email]"
2026-01-21,Reviewers cannot see assigned reviews,Reviewers not seeing assignments,"Hello! I have a number of reviewers contacting me this week, saying that they can't see any review assignments. This is despite receiving confirmation through an email from the platform that pulls in the number of review assignments. When they click on the link within the email or log in on their own, they are informed they have no pending reviews. I have told them to clear their history and their"
2026-03-11,Reviewers cannot see assigned reviews,Committee Member Access,"Good morning. We have set up the committee members so that they can access/review/edit reviewer assignments. However, one member let us know that: ""I noticed that there was nothing in the Reviews by reviewers tab, so I cannot see any reviewers when I tried to adjust the reviewers in the Reviews by submission tab, as shown below."" She sent a screenshot attached here. Did we miss a step in assigning"
2026-03-25,Reviewers cannot see assigned reviews,Error in assigning submissions,"Hello, It seems like I am missing out on one step to allow reviewers to review the submissions. When they try to log in, they get a message that there is no review assigned. I do not understand what I missed. Can you please have a look? Thakn you. Best, Olga"
2026-04-02,Reviewers cannot see assigned reviews,Accepting to review a submission on submission level,"Dear staff, We have now finished the submission phase for our conference and are planning to start the review process. We know how to assign papers to reviewers, but still don't find how to make a reviewer to first accept to review an individual paper before reviewing, as we want to keep track of who's effectively reviewing the papers that are assigned to him or her. It needs to be a two-step flow"
2026-04-10,Reviewers cannot see assigned reviews,Jim Morrow - access to assigned reviews,"One of our reviewers ([email]) is not able to see his assigned reviews when he logs into Oxford. Do you know what could cause this? I tried logging in as him and am having the same problem. I think I gave him admin access early on so he could complete some work for our planning process, so could it be that we need to remove admin access so he sees what other reviewers see when he logs in? Thanks!"
2026-04-15,Reviewers cannot see assigned reviews,Reviewer Assignment,Cannot perform reviewer assignment. I need a meeting please.
2026-04-23,Reviewers cannot see assigned reviews,reviewers unable to see assigned submissions,"reviewers are unable to see assigned submissions eventhough system was working previously and 3 reviewers completed, reassigned done as per videos but still not working"
2026-04-30,Reviewers cannot see assigned reviews,Reviewer can't see titles,"The reviewers cannot see any abstract titles, just the ID numbers and randomly abstract 20 is allowing it. Could you help please. Thanks"
2026-06-25,Reviewers cannot see assigned reviews,Accidentaly Unassigned Reviewers,"When attempting to modify the reviewers of abstracts, I accidentally unassigned a number of reviewers from their completed reviews. I can now no longer find which reviews were attached to which reviewers."
2025-02-05,SSO / institutional login,OA working alongside ReadyMembership,"Hi - my client SBNS is using OA in conjuction with ReadyMembership and I've set up a prototype page with an iFrame pulling in the programme from OA. We'll need to set up an SSO as the iFrame is pulling in the log in page right now. I also don't know which links to include in some of our call-to-actions, like 'Submit abstract' for example. Thanks, Jess"
2025-10-23,SSO / institutional login,WCBP 2026,"Hi, A submitter emailed this in, can you look into this? I'm trying to access the submission form;I just tried again with the same result. From the link, I get to the sign in for Oxford Abstracts. When I enter my email, what comes up is ""This account was registered using one of our single sign on providers. Use the button below to sign in:"" Then it has the ""Continue with CASSS"" button. That button"
2025-12-01,SSO / institutional login,Can't use SSO to sign in,"The Google SSO is not letting me sign in, and I need to launch my submission portals today! See error message from Google: The OAuth client was not found. If you are a developer of this app, see error details. Error 401: invalid_client"
2026-01-09,SSO / institutional login,SSO Account Email Change Request – Record Preservation,"Dear Oxford Abstracts Support Team, I am writing to request assistance with updating the email address associated with my Oxford Abstracts account while preserving all existing records and submissions. I originally created and accessed my account using Google Sign-In (SSO) with my institutional email address ([email]). Due to continuing my career at UAlbany this year, I will no longer have access "
2026-01-09,SSO / institutional login,SSO Account Email Change Request – Record Preservation,"Dear Oxford Abstracts Support Team, I am writing to request assistance with updating the email address associated with my Oxford Abstracts account while preserving all existing records and submissions. I originally created and accessed my account using Google Sign-In (SSO) with my institutional email address ([email]). Due to continuing my career at UAlbany this year, I will no longer have access "
2026-02-13,SSO / institutional login,Change Login data,"I created an account using a SSO, but would like to change it to my work e mail. Can you help me with that? If i try it, it says 'Failed to save email. SSO user - no password'"
2026-03-23,SSO / institutional login,SSO Preventing Change in Email,"I have a reviewer who is trying to change their email address and when we instructed them with steps to doing so, they responded ""When I tried this method, it told me that I can not switch the email address because I used Single Sign On (SSO) to set up my Oxford Abstracts account."" Can you provide some context to why this error occurred and how we can change the reviewer's email?"
2026-07-21,SSO / institutional login,OSU Single Sign On,"We hade Oxford Abstracts configured to use OSU’s SSO, and it still looks like it is configured for a past event: https://app.oxfordabstracts.com/events/2972/app/. Our events team has a new event created that we’d also like to use our SSO for this year’s event: https://app.oxfordabstracts.com/auth?redirect=/stages/82489/submitter Is that something you can help us with? I’m in an IT role for the OSU"
2025-03-21,Ticket limits / restricting purchases,Limit to 1 ticket per person (regardless of ticket/group types),"I have set up two ticket types for my event (ECR or established scientists), the option on each ticket is to limit to 1 per person. However, 1 of each ticket type can be selected when registering. How can I set the event so that only a single ticket can be added (regardless of ticket type)? Also, can we change the terminology from ticket to registration on our page?"
2025-08-27,Ticket limits / restricting purchases,tickets,"Is there any possibility that i can limit user to a limit of one ticket purchase. Like if someone buys ticket A they can not buy ticket B. Cause all my tickets will be free, i want as many people as possible to have the chance to attend our workshops"
2026-01-05,Ticket limits / restricting purchases,One ticket per registration,"Hi, How can I ensure that an attendee only purchases one ticket per registration. At the moment they could purchase one per ticket type."
2025-10-03,Unwanted / repeated emails,Emailing both authors and submitters at the same time.,"I want to email submitter and also all authors. I usually email via the button on the tables panel rather than the email panel itself. As far as I know, there is no button to email both submitters and authors? I could technically try to send twice to each, but submitters who are also authors would get duplicate emails. There are indeed cases where the submitter email is not one of the author email"
2026-04-26,Unwanted / repeated emails,Changing submission email,"I have an individual who submitted an abstract under one email, then stopped using that email. I managed to track them down, but they are now using a different email. I was able to change the email under presenting author, but I can't see if I'm able to change it for the submission. How would they sign in to the account and change the email associated with that submission? I assume they have to si"
2025-05-15,"Unwanted / repeated emails, Presentation upload by presenters",daily repeating emails,"Hi I have received an email from [email] telling me that I have been accepted for an oral presentation at space and communications week 2025. It also includes details on how to upload my presentation. This is in principle fine. However, I have received this same email every day this week. So far as I can tell, the email contains nothing I need to action. How do I make the emails stop? Thanks Camer"
2025-02-03,Visa / letters of invitation,Invoice Payment,"I have tried to pay the invoice a number of times over the last week. I get an error message every time saying ""too many card attempts"" - this comes even after the first try. Is there another link that I can be sent to pay this by Visa? Thanks."
2025-06-06,Visa / letters of invitation,Update of offline invoice collection card details,I need to update my billing information for abstract/registration fees as the Visa card number has expired and needs to be updated.
2025-08-19,Visa / letters of invitation,filtering abstracts by country,Hi I cannot find a way to add an affiliation/country column to the tables of accepted and submitted abstracts. This is very important as we are having trouble manually clicking through all the submissions for individuals who need visa support.
2025-08-26,Visa / letters of invitation,Invitation letter to reviewers of papers submitted to EFMA 2026,Invitation letter to reviewers of papers submitted to EFMA 2026
2025-11-04,Visa / letters of invitation,Interested in Multi-stage management OA add on,"We are organizing WCUR 2027 in January 2027, I would like to find out if the system can issue visa letters and acceptance letters, certificates of participation and for how long do we have access to the system if we start the contract in March 2026? Can you please respond and would be grateful if I can meet with a representative from OA"
2026-02-12,Visa / letters of invitation,"Problem setting up Stripe, or payment via card.","Hello, I'm trying to set up ticketing for our conference. Our organisation has no creditcard to collect fees. I understood we can use in our case , (Europeans without organisation creditcard) Paypal and Stripe to sell tickets. We set up both accounts. Paypal is working. But Stripe, even though it says it is connected, does not seem to work: I cannot buy a test ticket (set up for 0,01 Euro) via Vis"
2026-03-10,Visa / letters of invitation,VISA,Can this system automatically generate letters for attendees who require a visa?
2026-04-10,Visa / letters of invitation,Review/Acceptance,"I have a cohort of submitters who require a visa to attend the conference. We are reviewing their submissions first and want to notify them of the decision. When I review the remaining submissions, how can I send an acceptance email which is not send again to the visa cohort?"
2026-04-23,Visa / letters of invitation,CEF 2026 / EVENT TITLE not merging in emails from registration table,CEF 2026 / EVENT TITLE not merging in two emails from registration table. This is happening in two invitation letters. See attached. Please advise.
2026-07-29,Visa / letters of invitation,Automated visa support letter?,"Hello, I am wondering if you have an option to autogenerate a visa support letter based on information gathered from registrants? I have added the question whether the registrant needs a visa support letter then I have added dependent questions if they answer yes, including passport number, expiry, country, names as it is on passport and who is paying for their travel. I would like the system to a"
2025-02-09,Wrong or duplicate account used,Abstracts for review,"Dear Sir, I have signed in using a different e mail id by mistake, due to which I am not able to access the abstracts. Please correct my mistake and assign one mail id for reviewing the abstracts. Regards, Dr. Shipra"
2025-09-10,Wrong or duplicate account used,Poster submission error,"An abstract submitted by my colleague was accepted for a poster presentation at the upcoming UKSF. Both me and him are authors. However he is not able to attend and present and thus I am going to be the presenter, and I have also registered for the event. I have previously alert the admin of UKSF and they have also confirmed this swap. I have got a separate mail regarding submission When I log int"
2026-01-09,Wrong or duplicate account used,Delete second account,"I would like to delete one of my accounts, as my professional email will no longer be valid from May 2025. I would like to keep the account under the name [email] but delete the one on [email] Due to an old registration the website will not let me delete it myself."
